debug_type,status,source_file,raw_rows,accepted_rows,dropped_rows,granularity,first_timestamp_et,last_timestamp_et,off_tick_price_rows,has_bid_ask,has_ohlc,has_big_trade_field,has_iceberg_field,has_absorption_field,date,profile,candidate_type,price,price_bin,volume,reason,left_neighbor_mean,right_neighbor_mean,volume_multiple_of_neighbors,width_ticks,low_price,high_price,prominence,hvn_id,weaker_neighbor_mean,volume_percent_of_neighbors,depth,volume_percent_of_poc
INPUT_MANIFEST,ACCEPTED,C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw\lvn_research_raw_2026-06-01_NY.csv,1206.0,1206.0,0.0,FOOTPRINT_BAR,2026-06-01T08:30:00-04:00,2026-06-01T09:39:00-04:00,0.0,True,True,False,False,False,,,,,,,,,,,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30292.5,24234.0,24.0,INSUFFICIENT_NEIGHBORS,,,,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30293.75,24235.0,117.0,INSUFFICIENT_NEIGHBORS,,,,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30295.0,24236.0,102.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,70.5,275.0,0.3709090909090909,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30296.25,24237.0,212.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,109.5,355.0,0.5971830985915493,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30297.5,24238.0,338.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,157.0,355.0,0.952112676056338,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30298.75,24239.0,372.0,BELOW_NEIGHBOR_MULTIPLE,275.0,302.0,1.2317880794701987,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30300.0,24240.0,338.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,355.0,213.5,0.952112676056338,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30301.25,24241.0,266.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,355.0,162.0,0.7492957746478873,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30302.5,24242.0,161.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,302.0,211.0,0.5331125827814569,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30303.75,24243.0,163.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,213.5,268.5,0.6070763500931099,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30305.0,24244.0,259.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,162.0,272.5,0.9504587155963303,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30306.25,24245.0,278.0,BELOW_NEIGHBOR_MULTIPLE,211.0,264.5,1.0510396975425331,,,,,,,,,
,REJECTED,,,,,,,,,,,,,,2026-06-01,CONTEXT_0830_0930,HVN,30307.5,24246.0,267.0,NOT_HIGHER_THAN_BOTH_SIDES|BELOW_NEIGHBOR_MULTIPLE,268.5,228.5,0.994413407821229,,,,,,,,,
