reference,threshold_ticks,horizon_ms,dimension,dimension_value,regime,count,share,lb_count
EXECUTABLE,16,1000,ALL,ALL,CONTINUATION,4,0.03773584905660377,106
EXECUTABLE,16,1000,ALL,ALL,REVERSAL,5,0.04716981132075472,106
EXECUTABLE,16,1000,ALL,ALL,NO_EXPANSION,97,0.9150943396226415,106
EXECUTABLE,16,1000,ALL,ALL,AMBIGUOUS,0,0.0,106
EXECUTABLE,16,2000,ALL,ALL,CONTINUATION,14,0.1320754716981132,106
EXECUTABLE,16,2000,ALL,ALL,REVERSAL,11,0.10377358490566038,106
EXECUTABLE,16,2000,ALL,ALL,NO_EXPANSION,81,0.7641509433962265,106
EXECUTABLE,16,2000,ALL,ALL,AMBIGUOUS,0,0.0,106
EXECUTABLE,16,5000,ALL,ALL,CONTINUATION,27,0.25471698113207547,106
EXECUTABLE,16,5000,ALL,ALL,REVERSAL,22,0.20754716981132076,106
EXECUTABLE,16,5000,ALL,ALL,NO_EXPANSION,57,0.5377358490566038,106
EXECUTABLE,16,5000,ALL,ALL,AMBIGUOUS,0,0.0,106
EXECUTABLE,16,10000,ALL,ALL,CONTINUATION,39,0.36792452830188677,106
EXECUTABLE,16,10000,ALL,ALL,REVERSAL,28,0.2641509433962264,106
EXECUTABLE,16,10000,ALL,ALL,NO_EXPANSION,39,0.36792452830188677,106
EXECUTABLE,16,10000,ALL,ALL,AMBIGUOUS,0,0.0,106
LAST_TRADE,4,500,ALL,ALL,CONTINUATION,36,0.33962264150943394,106
LAST_TRADE,4,500,ALL,ALL,REVERSAL,40,0.37735849056603776,106
LAST_TRADE,4,500,ALL,ALL,NO_EXPANSION,26,0.24528301886792453,106
LAST_TRADE,4,500,ALL,ALL,AMBIGUOUS,4,0.03773584905660377,106
LAST_TRADE,4,1000,ALL,ALL,CONTINUATION,40,0.37735849056603776,106
LAST_TRADE,4,1000,ALL,ALL,REVERSAL,48,0.4528301886792453,106
LAST_TRADE,4,1000,ALL,ALL,NO_EXPANSION,13,0.12264150943396226,106
LAST_TRADE,4,1000,ALL,ALL,AMBIGUOUS,5,0.04716981132075472,106
LAST_TRADE,4,2000,ALL,ALL,CONTINUATION,41,0.3867924528301887,106
LAST_TRADE,4,2000,ALL,ALL,REVERSAL,53,0.5,106
LAST_TRADE,4,2000,ALL,ALL,NO_EXPANSION,7,0.0660377358490566,106
LAST_TRADE,4,2000,ALL,ALL,AMBIGUOUS,5,0.04716981132075472,106
LAST_TRADE,4,5000,ALL,ALL,CONTINUATION,46,0.4339622641509434,106
LAST_TRADE,4,5000,ALL,ALL,REVERSAL,55,0.5188679245283019,106
LAST_TRADE,4,5000,ALL,ALL,NO_EXPANSION,0,0.0,106
LAST_TRADE,4,5000,ALL,ALL,AMBIGUOUS,5,0.04716981132075472,106
LAST_TRADE,4,10000,ALL,ALL,CONTINUATION,46,0.4339622641509434,106
LAST_TRADE,4,10000,ALL,ALL,REVERSAL,55,0.5188679245283019,106
LAST_TRADE,4,10000,ALL,ALL,NO_EXPANSION,0,0.0,106
LAST_TRADE,4,10000,ALL,ALL,AMBIGUOUS,5,0.04716981132075472,106
LAST_TRADE,8,500,ALL,ALL,CONTINUATION,16,0.1509433962264151,106
LAST_TRADE,8,500,ALL,ALL,REVERSAL,9,0.08490566037735849,106
LAST_TRADE,8,500,ALL,ALL,NO_EXPANSION,80,0.7547169811320755,106
LAST_TRADE,8,500,ALL,ALL,AMBIGUOUS,1,0.009433962264150943,106
LAST_TRADE,8,1000,ALL,ALL,CONTINUATION,24,0.22641509433962265,106
LAST_TRADE,8,1000,ALL,ALL,REVERSAL,22,0.20754716981132076,106
LAST_TRADE,8,1000,ALL,ALL,NO_EXPANSION,59,0.5566037735849056,106
LAST_TRADE,8,1000,ALL,ALL,AMBIGUOUS,1,0.009433962264150943,106
LAST_TRADE,8,2000,ALL,ALL,CONTINUATION,34,0.32075471698113206,106
LAST_TRADE,8,2000,ALL,ALL,REVERSAL,28,0.2641509433962264,106
LAST_TRADE,8,2000,ALL,ALL,NO_EXPANSION,43,0.4056603773584906,106
LAST_TRADE,8,2000,ALL,ALL,AMBIGUOUS,1,0.009433962264150943,106
LAST_TRADE,8,5000,ALL,ALL,CONTINUATION,49,0.46226415094339623,106
LAST_TRADE,8,5000,ALL,ALL,REVERSAL,34,0.32075471698113206,106
LAST_TRADE,8,5000,ALL,ALL,NO_EXPANSION,22,0.20754716981132076,106
LAST_TRADE,8,5000,ALL,ALL,AMBIGUOUS,1,0.009433962264150943,106
LAST_TRADE,8,10000,ALL,ALL,CONTINUATION,54,0.5094339622641509,106
LAST_TRADE,8,10000,ALL,ALL,REVERSAL,46,0.4339622641509434,106
LAST_TRADE,8,10000,ALL,ALL,NO_EXPANSION,5,0.04716981132075472,106
LAST_TRADE,8,10000,ALL,ALL,AMBIGUOUS,1,0.009433962264150943,106
LAST_TRADE,12,500,ALL,ALL,CONTINUATION,5,0.04716981132075472,106
LAST_TRADE,12,500,ALL,ALL,REVERSAL,4,0.03773584905660377,106
LAST_TRADE,12,500,ALL,ALL,NO_EXPANSION,97,0.9150943396226415,106
LAST_TRADE,12,500,ALL,ALL,AMBIGUOUS,0,0.0,106
LAST_TRADE,12,1000,ALL,ALL,CONTINUATION,10,0.09433962264150944,106
LAST_TRADE,12,1000,ALL,ALL,REVERSAL,10,0.09433962264150944,106
LAST_TRADE,12,1000,ALL,ALL,NO_EXPANSION,86,0.8113207547169812,106
LAST_TRADE,12,1000,ALL,ALL,AMBIGUOUS,0,0.0,106
LAST_TRADE,12,2000,ALL,ALL,CONTINUATION,20,0.18867924528301888,106
LAST_TRADE,12,2000,ALL,ALL,REVERSAL,13,0.12264150943396226,106
LAST_TRADE,12,2000,ALL,ALL,NO_EXPANSION,73,0.6886792452830188,106
LAST_TRADE,12,2000,ALL,ALL,AMBIGUOUS,0,0.0,106
LAST_TRADE,12,5000,ALL,ALL,CONTINUATION,36,0.33962264150943394,106
LAST_TRADE,12,5000,ALL,ALL,REVERSAL,26,0.24528301886792453,106
LAST_TRADE,12,5000,ALL,ALL,NO_EXPANSION,44,0.41509433962264153,106
LAST_TRADE,12,5000,ALL,ALL,AMBIGUOUS,0,0.0,106
LAST_TRADE,12,10000,ALL,ALL,CONTINUATION,48,0.4528301886792453,106
LAST_TRADE,12,10000,ALL,ALL,REVERSAL,32,0.3018867924528302,106
LAST_TRADE,12,10000,ALL,ALL,NO_EXPANSION,26,0.24528301886792453,106
LAST_TRADE,12,10000,ALL,ALL,AMBIGUOUS,0,0.0,106
LAST_TRADE,16,500,ALL,ALL,CONTINUATION,2,0.018867924528301886,106
LAST_TRADE,16,500,ALL,ALL,REVERSAL,2,0.018867924528301886,106
LAST_TRADE,16,500,ALL,ALL,NO_EXPANSION,102,0.9622641509433962,106
LAST_TRADE,16,500,ALL,ALL,AMBIGUOUS,0,0.0,106
LAST_TRADE,16,1000,ALL,ALL,CONTINUATION,5,0.04716981132075472,106
LAST_TRADE,16,1000,ALL,ALL,REVERSAL,3,0.02830188679245283,106
LAST_TRADE,16,1000,ALL,ALL,NO_EXPANSION,98,0.9245283018867925,106
LAST_TRADE,16,1000,ALL,ALL,AMBIGUOUS,0,0.0,106
LAST_TRADE,16,2000,ALL,ALL,CONTINUATION,16,0.1509433962264151,106
LAST_TRADE,16,2000,ALL,ALL,REVERSAL,10,0.09433962264150944,106
LAST_TRADE,16,2000,ALL,ALL,NO_EXPANSION,80,0.7547169811320755,106
LAST_TRADE,16,2000,ALL,ALL,AMBIGUOUS,0,0.0,106
LAST_TRADE,16,5000,ALL,ALL,CONTINUATION,27,0.25471698113207547,106
LAST_TRADE,16,5000,ALL,ALL,REVERSAL,20,0.18867924528301888,106
LAST_TRADE,16,5000,ALL,ALL,NO_EXPANSION,59,0.5566037735849056,106
LAST_TRADE,16,5000,ALL,ALL,AMBIGUOUS,0,0.0,106
LAST_TRADE,16,10000,ALL,ALL,CONTINUATION,40,0.37735849056603776,106
LAST_TRADE,16,10000,ALL,ALL,REVERSAL,29,0.27358490566037735,106
LAST_TRADE,16,10000,ALL,ALL,NO_EXPANSION,37,0.3490566037735849,106
LAST_TRADE,16,10000,ALL,ALL,AMBIGUOUS,0,0.0,106
MID,4,500,ALL,ALL,CONTINUATION,36,0.33962264150943394,106
MID,4,500,ALL,ALL,REVERSAL,35,0.330188679245283,106
MID,4,500,ALL,ALL,NO_EXPANSION,30,0.2830188679245283,106
MID,4,500,ALL,ALL,AMBIGUOUS,5,0.04716981132075472,106
MID,4,1000,ALL,ALL,CONTINUATION,45,0.42452830188679247,106
MID,4,1000,ALL,ALL,REVERSAL,41,0.3867924528301887,106
MID,4,1000,ALL,ALL,NO_EXPANSION,14,0.1320754716981132,106
MID,4,1000,ALL,ALL,AMBIGUOUS,6,0.05660377358490566,106
MID,4,2000,ALL,ALL,CONTINUATION,48,0.4528301886792453,106
MID,4,2000,ALL,ALL,REVERSAL,46,0.4339622641509434,106
MID,4,2000,ALL,ALL,NO_EXPANSION,6,0.05660377358490566,106
MID,4,2000,ALL,ALL,AMBIGUOUS,6,0.05660377358490566,106
MID,4,5000,ALL,ALL,CONTINUATION,52,0.49056603773584906,106
MID,4,5000,ALL,ALL,REVERSAL,48,0.4528301886792453,106
MID,4,5000,ALL,ALL,NO_EXPANSION,0,0.0,106
MID,4,5000,ALL,ALL,AMBIGUOUS,6,0.05660377358490566,106
MID,4,10000,ALL,ALL,CONTINUATION,52,0.49056603773584906,106
MID,4,10000,ALL,ALL,REVERSAL,48,0.4528301886792453,106
MID,4,10000,ALL,ALL,NO_EXPANSION,0,0.0,106
MID,4,10000,ALL,ALL,AMBIGUOUS,6,0.05660377358490566,106
MID,8,500,ALL,ALL,CONTINUATION,15,0.14150943396226415,106
MID,8,500,ALL,ALL,REVERSAL,8,0.07547169811320754,106
MID,8,500,ALL,ALL,NO_EXPANSION,82,0.7735849056603774,106
MID,8,500,ALL,ALL,AMBIGUOUS,1,0.009433962264150943,106
MID,8,1000,ALL,ALL,CONTINUATION,24,0.22641509433962265,106
MID,8,1000,ALL,ALL,REVERSAL,24,0.22641509433962265,106
MID,8,1000,ALL,ALL,NO_EXPANSION,57,0.5377358490566038,106
MID,8,1000,ALL,ALL,AMBIGUOUS,1,0.009433962264150943,106
MID,8,2000,ALL,ALL,CONTINUATION,33,0.3113207547169811,106
MID,8,2000,ALL,ALL,REVERSAL,30,0.2830188679245283,106
MID,8,2000,ALL,ALL,NO_EXPANSION,42,0.39622641509433965,106
MID,8,2000,ALL,ALL,AMBIGUOUS,1,0.009433962264150943,106
MID,8,5000,ALL,ALL,CONTINUATION,46,0.4339622641509434,106
MID,8,5000,ALL,ALL,REVERSAL,36,0.33962264150943394,106
MID,8,5000,ALL,ALL,NO_EXPANSION,23,0.2169811320754717,106
MID,8,5000,ALL,ALL,AMBIGUOUS,1,0.009433962264150943,106
MID,8,10000,ALL,ALL,CONTINUATION,52,0.49056603773584906,106
MID,8,10000,ALL,ALL,REVERSAL,47,0.44339622641509435,106
MID,8,10000,ALL,ALL,NO_EXPANSION,6,0.05660377358490566,106
MID,8,10000,ALL,ALL,AMBIGUOUS,1,0.009433962264150943,106
MID,12,500,ALL,ALL,CONTINUATION,4,0.03773584905660377,106
MID,12,500,ALL,ALL,REVERSAL,4,0.03773584905660377,106
MID,12,500,ALL,ALL,NO_EXPANSION,98,0.9245283018867925,106
MID,12,500,ALL,ALL,AMBIGUOUS,0,0.0,106
MID,12,1000,ALL,ALL,CONTINUATION,9,0.08490566037735849,106
MID,12,1000,ALL,ALL,REVERSAL,12,0.11320754716981132,106
MID,12,1000,ALL,ALL,NO_EXPANSION,85,0.8018867924528302,106
MID,12,1000,ALL,ALL,AMBIGUOUS,0,0.0,106
MID,12,2000,ALL,ALL,CONTINUATION,23,0.2169811320754717,106
MID,12,2000,ALL,ALL,REVERSAL,14,0.1320754716981132,106
MID,12,2000,ALL,ALL,NO_EXPANSION,69,0.6509433962264151,106
MID,12,2000,ALL,ALL,AMBIGUOUS,0,0.0,106
MID,12,5000,ALL,ALL,CONTINUATION,34,0.32075471698113206,106
MID,12,5000,ALL,ALL,REVERSAL,25,0.2358490566037736,106
MID,12,5000,ALL,ALL,NO_EXPANSION,47,0.44339622641509435,106
MID,12,5000,ALL,ALL,AMBIGUOUS,0,0.0,106
MID,12,10000,ALL,ALL,CONTINUATION,49,0.46226415094339623,106
MID,12,10000,ALL,ALL,REVERSAL,30,0.2830188679245283,106
MID,12,10000,ALL,ALL,NO_EXPANSION,27,0.25471698113207547,106
MID,12,10000,ALL,ALL,AMBIGUOUS,0,0.0,106
MID,16,500,ALL,ALL,CONTINUATION,2,0.018867924528301886,106
MID,16,500,ALL,ALL,REVERSAL,0,0.0,106
MID,16,500,ALL,ALL,NO_EXPANSION,104,0.9811320754716981,106
MID,16,500,ALL,ALL,AMBIGUOUS,0,0.0,106
MID,16,1000,ALL,ALL,CONTINUATION,4,0.03773584905660377,106
MID,16,1000,ALL,ALL,REVERSAL,2,0.018867924528301886,106
MID,16,1000,ALL,ALL,NO_EXPANSION,100,0.9433962264150944,106
MID,16,1000,ALL,ALL,AMBIGUOUS,0,0.0,106
MID,16,2000,ALL,ALL,CONTINUATION,15,0.14150943396226415,106
MID,16,2000,ALL,ALL,REVERSAL,10,0.09433962264150944,106
MID,16,2000,ALL,ALL,NO_EXPANSION,81,0.7641509433962265,106
MID,16,2000,ALL,ALL,AMBIGUOUS,0,0.0,106
MID,16,5000,ALL,ALL,CONTINUATION,27,0.25471698113207547,106
MID,16,5000,ALL,ALL,REVERSAL,19,0.1792452830188679,106
MID,16,5000,ALL,ALL,NO_EXPANSION,60,0.5660377358490566,106
MID,16,5000,ALL,ALL,AMBIGUOUS,0,0.0,106
MID,16,10000,ALL,ALL,CONTINUATION,40,0.37735849056603776,106
MID,16,10000,ALL,ALL,REVERSAL,28,0.2641509433962264,106
MID,16,10000,ALL,ALL,NO_EXPANSION,38,0.3584905660377358,106
MID,16,10000,ALL,ALL,AMBIGUOUS,0,0.0,106
