section,segment,metric,value,n
Overall,ALL,sessions,71.0,71
Overall,ALL,sessions_with_first_minute_lvn,35.0,71
Overall,ALL,lvn_occurrence_day_rate,0.49295774647887325,71
Overall,ALL,lvn_nodes,62.0,62
Overall,ALL,retest_events,127.0,127
Overall,ALL,retests_per_lvn,2.0483870967741935,62
Shape occurrence,double,days_with_lvn,5.0,6
Shape occurrence,double,lvn_nodes,6.0,6
Shape occurrence,double,nodes_with_retest_rate,0.5,6
Shape occurrence,double,mean_retests_per_node,1.0,6
Shape occurrence,trend_down,days_with_lvn,7.0,12
Shape occurrence,trend_down,lvn_nodes,12.0,12
Shape occurrence,trend_down,nodes_with_retest_rate,0.6666666666666666,12
Shape occurrence,trend_down,mean_retests_per_node,2.25,12
Shape occurrence,trend_up,days_with_lvn,11.0,22
Shape occurrence,trend_up,lvn_nodes,22.0,22
Shape occurrence,trend_up,nodes_with_retest_rate,0.7272727272727273,22
Shape occurrence,trend_up,mean_retests_per_node,2.272727272727273,22
Shape occurrence,unknown,days_with_lvn,12.0,22
Shape occurrence,unknown,lvn_nodes,22.0,22
Shape occurrence,unknown,nodes_with_retest_rate,0.7727272727272727,22
Shape occurrence,unknown,mean_retests_per_node,2.0,22
Monthly occurrence,2026-03,days_with_lvn,9.0,16
Monthly occurrence,2026-03,lvn_nodes,16.0,16
Monthly occurrence,2026-03,nodes_with_retest,12.0,16
Monthly occurrence,2026-04,days_with_lvn,9.0,14
Monthly occurrence,2026-04,lvn_nodes,14.0,14
Monthly occurrence,2026-04,nodes_with_retest,8.0,14
Monthly occurrence,2026-05,days_with_lvn,9.0,15
Monthly occurrence,2026-05,lvn_nodes,15.0,15
Monthly occurrence,2026-05,nodes_with_retest,11.0,15
Monthly occurrence,2026-06,days_with_lvn,6.0,14
Monthly occurrence,2026-06,lvn_nodes,14.0,14
Monthly occurrence,2026-06,nodes_with_retest,10.0,14
Monthly occurrence,2026-07,days_with_lvn,2.0,3
Monthly occurrence,2026-07,lvn_nodes,3.0,3
Monthly occurrence,2026-07,nodes_with_retest,3.0,3
Overall,ALL,active_months,5.0,5
Overall,ALL,mean_events_per_month,25.4,5
Overall,ALL,median_events_per_month,27.0,5
Overall,ALL,mean_mfe_ticks,191.07438016528926,127
Overall,ALL,mean_mae_ticks,202.64462809917356,127
Overall,ALL,median_mfe_mae_ratio,1.2222222222222223,121
Shape cohort,double,events,6.0,6
Shape cohort,double,unique_days,3.0,6
Shape cohort,double,mean_mfe_ticks,362.5,6
Shape cohort,double,mean_mae_ticks,62.5,6
Shape cohort,double,wr_20_20_all,0.0,6
Shape cohort,double,wr_20_20_resolved,,0
Shape cohort,double,mean_realized_r_20_20,,0
Shape cohort,double,ambiguous_20_20,6.0,6
Shape cohort,double,wr_40_40_all,0.5,6
Shape cohort,double,wr_40_40_resolved,0.75,4
Shape cohort,double,mean_realized_r_40_40,0.5,4
Shape cohort,double,ambiguous_40_40,2.0,6
Shape cohort,double,wr_60_60_all,0.8333333333333334,6
Shape cohort,double,wr_60_60_resolved,0.8333333333333334,6
Shape cohort,double,mean_realized_r_60_60,0.6666666666666666,6
Shape cohort,double,ambiguous_60_60,0.0,6
Shape cohort,double,wr_80_80_all,1.0,6
Shape cohort,double,wr_80_80_resolved,1.0,6
Shape cohort,double,mean_realized_r_80_80,1.0,6
Shape cohort,double,ambiguous_80_80,0.0,6
Shape cohort,trend_down,events,27.0,27
Shape cohort,trend_down,unique_days,6.0,27
Shape cohort,trend_down,mean_mfe_ticks,111.92307692307692,27
Shape cohort,trend_down,mean_mae_ticks,158.07692307692307,27
Shape cohort,trend_down,wr_20_20_all,0.2222222222222222,27
Shape cohort,trend_down,wr_20_20_resolved,0.46153846153846156,13
Shape cohort,trend_down,mean_realized_r_20_20,-0.07692307692307693,13
Shape cohort,trend_down,ambiguous_20_20,13.0,27
Shape cohort,trend_down,wr_40_40_all,0.25925925925925924,27
Shape cohort,trend_down,wr_40_40_resolved,0.35,20
Shape cohort,trend_down,mean_realized_r_40_40,-0.3,20
Shape cohort,trend_down,ambiguous_40_40,6.0,27
Shape cohort,trend_down,wr_60_60_all,0.2962962962962963,27
Shape cohort,trend_down,wr_60_60_resolved,0.36363636363636365,22
Shape cohort,trend_down,mean_realized_r_60_60,-0.2727272727272727,22
Shape cohort,trend_down,ambiguous_60_60,4.0,27
Shape cohort,trend_down,wr_80_80_all,0.4074074074074074,27
Shape cohort,trend_down,wr_80_80_resolved,0.44,25
Shape cohort,trend_down,mean_realized_r_80_80,-0.12,25
Shape cohort,trend_down,ambiguous_80_80,1.0,27
Shape cohort,trend_up,events,50.0,50
Shape cohort,trend_up,unique_days,9.0,50
Shape cohort,trend_up,mean_mfe_ticks,271.8478260869565,50
Shape cohort,trend_up,mean_mae_ticks,302.0652173913044,50
Shape cohort,trend_up,wr_20_20_all,0.12,50
Shape cohort,trend_up,wr_20_20_resolved,0.5454545454545454,11
Shape cohort,trend_up,mean_realized_r_20_20,0.09090909090909091,11
Shape cohort,trend_up,ambiguous_20_20,35.0,50
Shape cohort,trend_up,wr_40_40_all,0.2,50
Shape cohort,trend_up,wr_40_40_resolved,0.5263157894736842,19
Shape cohort,trend_up,mean_realized_r_40_40,0.05263157894736842,19
Shape cohort,trend_up,ambiguous_40_40,27.0,50
Shape cohort,trend_up,wr_60_60_all,0.3,50
Shape cohort,trend_up,wr_60_60_resolved,0.5769230769230769,26
Shape cohort,trend_up,mean_realized_r_60_60,0.15384615384615385,26
Shape cohort,trend_up,ambiguous_60_60,20.0,50
Shape cohort,trend_up,wr_80_80_all,0.42,50
Shape cohort,trend_up,wr_80_80_resolved,0.6176470588235294,34
Shape cohort,trend_up,mean_realized_r_80_80,0.24107142857142858,35
Shape cohort,trend_up,ambiguous_80_80,11.0,50
Shape cohort,unknown,events,44.0,44
Shape cohort,unknown,unique_days,10.0,44
Shape cohort,unknown,mean_mfe_ticks,128.6046511627907,44
Shape cohort,unknown,mean_mae_ticks,142.7906976744186,44
Shape cohort,unknown,wr_20_20_all,0.11363636363636363,44
Shape cohort,unknown,wr_20_20_resolved,0.4166666666666667,12
Shape cohort,unknown,mean_realized_r_20_20,-0.16666666666666666,12
Shape cohort,unknown,ambiguous_20_20,31.0,44
Shape cohort,unknown,wr_40_40_all,0.29545454545454547,44
Shape cohort,unknown,wr_40_40_resolved,0.40625,32
Shape cohort,unknown,mean_realized_r_40_40,-0.1875,32
Shape cohort,unknown,ambiguous_40_40,11.0,44
Shape cohort,unknown,wr_60_60_all,0.3409090909090909,44
Shape cohort,unknown,wr_60_60_resolved,0.375,40
Shape cohort,unknown,mean_realized_r_60_60,-0.20833333333333334,42
Shape cohort,unknown,ambiguous_60_60,1.0,44
Shape cohort,unknown,wr_80_80_all,0.4090909090909091,44
Shape cohort,unknown,wr_80_80_resolved,0.45,40
Shape cohort,unknown,mean_realized_r_80_80,-0.056686046511627904,43
Shape cohort,unknown,ambiguous_80_80,0.0,44
Interaction cohort,ACCEPTANCE,events,60.0,60
Interaction cohort,ACCEPTANCE,unique_days,23.0,60
Interaction cohort,ACCEPTANCE,mean_mfe_ticks,176.40350877192984,60
Interaction cohort,ACCEPTANCE,mean_mae_ticks,187.89473684210526,60
Interaction cohort,ACCEPTANCE,wr_20_20_all,0.11666666666666667,60
Interaction cohort,ACCEPTANCE,wr_20_20_resolved,0.5384615384615384,13
Interaction cohort,ACCEPTANCE,mean_realized_r_20_20,0.07692307692307693,13
Interaction cohort,ACCEPTANCE,wr_40_40_all,0.25,60
Interaction cohort,ACCEPTANCE,wr_40_40_resolved,0.42857142857142855,35
Interaction cohort,ACCEPTANCE,mean_realized_r_40_40,-0.14285714285714285,35
Interaction cohort,ACCEPTANCE,wr_60_60_all,0.3,60
Interaction cohort,ACCEPTANCE,wr_60_60_resolved,0.43902439024390244,41
Interaction cohort,ACCEPTANCE,mean_realized_r_60_60,-0.09920634920634919,42
Interaction cohort,ACCEPTANCE,wr_80_80_all,0.4666666666666667,60
Interaction cohort,ACCEPTANCE,wr_80_80_resolved,0.56,50
Interaction cohort,ACCEPTANCE,mean_realized_r_80_80,0.14504716981132076,53
Interaction cohort,REJECTION,events,67.0,67
Interaction cohort,REJECTION,unique_days,24.0,67
Interaction cohort,REJECTION,mean_mfe_ticks,204.140625,67
Interaction cohort,REJECTION,mean_mae_ticks,215.78125,67
Interaction cohort,REJECTION,wr_20_20_all,0.14925373134328357,67
Interaction cohort,REJECTION,wr_20_20_resolved,0.43478260869565216,23
Interaction cohort,REJECTION,mean_realized_r_20_20,-0.13043478260869565,23
Interaction cohort,REJECTION,wr_40_40_all,0.26865671641791045,67
Interaction cohort,REJECTION,wr_40_40_resolved,0.45,40
Interaction cohort,REJECTION,mean_realized_r_40_40,-0.1,40
Interaction cohort,REJECTION,wr_60_60_all,0.373134328358209,67
Interaction cohort,REJECTION,wr_60_60_resolved,0.4716981132075472,53
Interaction cohort,REJECTION,mean_realized_r_60_60,-0.047839506172839504,54
Interaction cohort,REJECTION,wr_80_80_all,0.417910447761194,67
Interaction cohort,REJECTION,wr_80_80_resolved,0.509090909090909,55
Interaction cohort,REJECTION,mean_realized_r_80_80,0.0234375,56
Interaction x shape,ACCEPTANCE|double,events,2.0,2
Interaction x shape,ACCEPTANCE|double,wr_20_20_resolved,,0
Interaction x shape,ACCEPTANCE|double,wr_40_40_resolved,1.0,2
Interaction x shape,ACCEPTANCE|double,wr_60_60_resolved,1.0,2
Interaction x shape,ACCEPTANCE|double,wr_80_80_resolved,1.0,2
Interaction x shape,ACCEPTANCE|trend_down,events,14.0,14
Interaction x shape,ACCEPTANCE|trend_down,wr_20_20_resolved,0.375,8
Interaction x shape,ACCEPTANCE|trend_down,wr_40_40_resolved,0.3333333333333333,12
Interaction x shape,ACCEPTANCE|trend_down,wr_60_60_resolved,0.36363636363636365,11
Interaction x shape,ACCEPTANCE|trend_down,wr_80_80_resolved,0.5,14
Interaction x shape,ACCEPTANCE|trend_up,events,26.0,26
Interaction x shape,ACCEPTANCE|trend_up,wr_20_20_resolved,0.75,4
Interaction x shape,ACCEPTANCE|trend_up,wr_40_40_resolved,0.5714285714285714,7
Interaction x shape,ACCEPTANCE|trend_up,wr_60_60_resolved,0.6666666666666666,12
Interaction x shape,ACCEPTANCE|trend_up,wr_80_80_resolved,0.7222222222222222,18
Interaction x shape,ACCEPTANCE|unknown,events,18.0,18
Interaction x shape,ACCEPTANCE|unknown,wr_20_20_resolved,1.0,1
Interaction x shape,ACCEPTANCE|unknown,wr_40_40_resolved,0.35714285714285715,14
Interaction x shape,ACCEPTANCE|unknown,wr_60_60_resolved,0.25,16
Interaction x shape,ACCEPTANCE|unknown,wr_80_80_resolved,0.375,16
Interaction x shape,REJECTION|double,events,4.0,4
Interaction x shape,REJECTION|double,wr_20_20_resolved,,0
Interaction x shape,REJECTION|double,wr_40_40_resolved,0.5,2
Interaction x shape,REJECTION|double,wr_60_60_resolved,0.75,4
Interaction x shape,REJECTION|double,wr_80_80_resolved,1.0,4
Interaction x shape,REJECTION|trend_down,events,13.0,13
Interaction x shape,REJECTION|trend_down,wr_20_20_resolved,0.6,5
Interaction x shape,REJECTION|trend_down,wr_40_40_resolved,0.375,8
Interaction x shape,REJECTION|trend_down,wr_60_60_resolved,0.36363636363636365,11
Interaction x shape,REJECTION|trend_down,wr_80_80_resolved,0.36363636363636365,11
Interaction x shape,REJECTION|trend_up,events,24.0,24
Interaction x shape,REJECTION|trend_up,wr_20_20_resolved,0.42857142857142855,7
Interaction x shape,REJECTION|trend_up,wr_40_40_resolved,0.5,12
