request_id,pilot_stage,selection_seed,selection_hash,fecha,year,BurstId,family_label_only,burst_side,burst_price,reference_level,burst_timestamp_utc,strategy_decision_timestamp_utc,strict_feature_cutoff_utc_exclusive,dataset,schema,symbols,stype_in,stype_out,resolved_instrument_id,resolved_raw_symbol,symbology_resolution_status,start_utc,end_utc_exclusive,causal_cutoff_utc_inclusive,requested_hours,require_snapshot,holiday_exclusion_pass,predictor_policy,same_millisecond_policy,event_packet_policy
NQ_MBO_SNAPSHOT_2022-04-05_LB_20220405_093200_BUY_0001,DISCOVERY_100,MBO_SNAPSHOT_PILOT_V1_20260723,0e7f5e46b5890a4f8319be969b4ee8cae22c978f73fa0038b4421422c065a1b1,2022-04-05,2022,LB_20220405_093200_BUY_0001,A_TRUE_ABSORPTION,BUY,15135.0,15130.0,2022-04-05T13:32:00.000000Z,2022-04-05T13:32:01.026000Z,2022-04-05T13:32:01.026000Z,GLBX.MDP3,mbo,NQ.v.0,continuous,instrument_id,,,PENDING_METADATA_RESOLUTION,2022-04-05T00:00:00.000000Z,2022-04-05T13:32:01.026000Z,2022-04-05T13:32:01.025999999Z,13.533618333333333,True,True,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL,EXCLUDE_ENTIRE_DECISION_MILLISECOND,ONLY_F_LAST_COMPLETED_BEFORE_EXCLUSIVE_CUTOFF
NQ_MBO_SNAPSHOT_2022-04-06_LB_20220406_093100_BUY_0001,DISCOVERY_100,MBO_SNAPSHOT_PILOT_V1_20260723,233d1896a454d9c348da0b6bd899a660bb5ac84ff0a1a96c12228e029324b544,2022-04-06,2022,LB_20220406_093100_BUY_0001,C_MIXED_PATH,BUY,14643.75,14635.0,2022-04-06T13:31:00.000000Z,2022-04-06T13:31:01.004000Z,2022-04-06T13:31:01.004000Z,GLBX.MDP3,mbo,NQ.v.0,continuous,instrument_id,,,PENDING_METADATA_RESOLUTION,2022-04-06T00:00:00.000000Z,2022-04-06T13:31:01.004000Z,2022-04-06T13:31:01.003999999Z,13.516945555555555,True,True,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL,EXCLUDE_ENTIRE_DECISION_MILLISECOND,ONLY_F_LAST_COMPLETED_BEFORE_EXCLUSIVE_CUTOFF
NQ_MBO_SNAPSHOT_2022-04-26_LB_20220426_093143_SELL_0001,DISCOVERY_100,MBO_SNAPSHOT_PILOT_V1_20260723,f0277afbfc305d231b4908195b093d588ac980bcafc116d5a280000b1e79ee8d,2022-04-26,2022,LB_20220426_093143_SELL_0001,C_MIXED_PATH,SELL,13405.0,13413.75,2022-04-26T13:31:43.000000Z,2022-04-26T13:31:44.003000Z,2022-04-26T13:31:44.003000Z,GLBX.MDP3,mbo,NQ.v.0,continuous,instrument_id,,,PENDING_METADATA_RESOLUTION,2022-04-26T00:00:00.000000Z,2022-04-26T13:31:44.003000Z,2022-04-26T13:31:44.002999999Z,13.528889722222221,True,True,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL,EXCLUDE_ENTIRE_DECISION_MILLISECOND,ONLY_F_LAST_COMPLETED_BEFORE_EXCLUSIVE_CUTOFF
NQ_MBO_SNAPSHOT_2022-04-27_LB_20220427_093500_BUY_0001,DISCOVERY_100,MBO_SNAPSHOT_PILOT_V1_20260723,ec1f1cc9082cf20a096b3e13f763c936709a526c652e4ff8a994c0e38c89699f,2022-04-27,2022,LB_20220427_093500_BUY_0001,A_TRUE_ABSORPTION,BUY,13120.0,13070.0,2022-04-27T13:35:00.000000Z,2022-04-27T13:35:01.007000Z,2022-04-27T13:35:01.007000Z,GLBX.MDP3,mbo,NQ.v.0,continuous,instrument_id,,,PENDING_METADATA_RESOLUTION,2022-04-27T00:00:00.000000Z,2022-04-27T13:35:01.007000Z,2022-04-27T13:35:01.006999999Z,13.583613055555555,True,True,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL,EXCLUDE_ENTIRE_DECISION_MILLISECOND,ONLY_F_LAST_COMPLETED_BEFORE_EXCLUSIVE_CUTOFF
NQ_MBO_SNAPSHOT_2022-05-04_LB_20220504_093301_SELL_0001,DISCOVERY_100,MBO_SNAPSHOT_PILOT_V1_20260723,bab30b1cd8f3cfd3e8e2e4fbfa2070d5b54b4bd5f50aa4734fc88e612642ec5f,2022-05-04,2022,LB_20220504_093301_SELL_0001,A_TRUE_ABSORPTION,SELL,13075.0,13083.75,2022-05-04T13:33:01.000000Z,2022-05-04T13:33:02.005000Z,2022-05-04T13:33:02.005000Z,GLBX.MDP3,mbo,NQ.v.0,continuous,instrument_id,,,PENDING_METADATA_RESOLUTION,2022-05-04T00:00:00.000000Z,2022-05-04T13:33:02.005000Z,2022-05-04T13:33:02.004999999Z,13.550556944444443,True,True,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL,EXCLUDE_ENTIRE_DECISION_MILLISECOND,ONLY_F_LAST_COMPLETED_BEFORE_EXCLUSIVE_CUTOFF
NQ_MBO_SNAPSHOT_2022-05-09_LB_20220509_093112_BUY_0001,DISCOVERY_100,MBO_SNAPSHOT_PILOT_V1_20260723,c53493db976a32f08c97a072f9cdf71196caf103157241247306a400d798a3bc,2022-05-09,2022,LB_20220509_093112_BUY_0001,C_MIXED_PATH,BUY,12492.5,12481.25,2022-05-09T13:31:12.000000Z,2022-05-09T13:31:13.010000Z,2022-05-09T13:31:13.010000Z,GLBX.MDP3,mbo,NQ.v.0,continuous,instrument_id,,,PENDING_METADATA_RESOLUTION,2022-05-09T00:00:00.000000Z,2022-05-09T13:31:13.010000Z,2022-05-09T13:31:13.009999999Z,13.520280555555557,True,True,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL,EXCLUDE_ENTIRE_DECISION_MILLISECOND,ONLY_F_LAST_COMPLETED_BEFORE_EXCLUSIVE_CUTOFF
NQ_MBO_SNAPSHOT_2022-05-18_LB_20220518_093457_BUY_0001,DISCOVERY_100,MBO_SNAPSHOT_PILOT_V1_20260723,1524dd421bbdd3f7dc9f9ed13f3cd834f3b0c6143b599f217a3a479fa67a28b5,2022-05-18,2022,LB_20220518_093457_BUY_0001,C_MIXED_PATH,BUY,12378.75,12372.5,2022-05-18T13:34:57.000000Z,2022-05-18T13:34:58.072000Z,2022-05-18T13:34:58.072000Z,GLBX.MDP3,mbo,NQ.v.0,continuous,instrument_id,,,PENDING_METADATA_RESOLUTION,2022-05-18T00:00:00.000000Z,2022-05-18T13:34:58.072000Z,2022-05-18T13:34:58.071999999Z,13.582797777777778,True,True,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL,EXCLUDE_ENTIRE_DECISION_MILLISECOND,ONLY_F_LAST_COMPLETED_BEFORE_EXCLUSIVE_CUTOFF
NQ_MBO_SNAPSHOT_2022-05-20_LB_20220520_093501_SELL_0001,DISCOVERY_100,MBO_SNAPSHOT_PILOT_V1_20260723,77640a16c4ed68f7bfe8a69ea57e5d8e20dc426f9a6d4e1e28c0933406f92604,2022-05-20,2022,LB_20220520_093501_SELL_0001,B_CLEAN_BREAKOUT,SELL,11990.0,12011.25,2022-05-20T13:35:01.000000Z,2022-05-20T13:35:02.005000Z,2022-05-20T13:35:02.005000Z,GLBX.MDP3,mbo,NQ.v.0,continuous,instrument_id,,,PENDING_METADATA_RESOLUTION,2022-05-20T00:00:00.000000Z,2022-05-20T13:35:02.005000Z,2022-05-20T13:35:02.004999999Z,13.583890277777778,True,True,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL,EXCLUDE_ENTIRE_DECISION_MILLISECOND,ONLY_F_LAST_COMPLETED_BEFORE_EXCLUSIVE_CUTOFF
NQ_MBO_SNAPSHOT_2022-05-23_LB_20220523_093420_SELL_0001,DISCOVERY_100,MBO_SNAPSHOT_PILOT_V1_20260723,35348dffcd546655da16186e3a623cfc74202284b7a23b85c2a4fe0e8787a35f,2022-05-23,2022,LB_20220523_093420_SELL_0001,C_MIXED_PATH,SELL,11850.0,11855.0,2022-05-23T13:34:20.000000Z,2022-05-23T13:34:21.020000Z,2022-05-23T13:34:21.020000Z,GLBX.MDP3,mbo,NQ.v.0,continuous,instrument_id,,,PENDING_METADATA_RESOLUTION,2022-05-23T00:00:00.000000Z,2022-05-23T13:34:21.020000Z,2022-05-23T13:34:21.019999999Z,13.572505555555555,True,True,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL,EXCLUDE_ENTIRE_DECISION_MILLISECOND,ONLY_F_LAST_COMPLETED_BEFORE_EXCLUSIVE_CUTOFF
NQ_MBO_SNAPSHOT_2022-05-27_LB_20220527_093100_BUY_0001,DISCOVERY_100,MBO_SNAPSHOT_PILOT_V1_20260723,f9e1da04cffd03e10851300e619e84d285eb6b68246c9a78c44659592d22fdd6,2022-05-27,2022,LB_20220527_093100_BUY_0001,B_CLEAN_BREAKOUT,BUY,12437.5,12430.0,2022-05-27T13:31:00.000000Z,2022-05-27T13:31:01.019000Z,2022-05-27T13:31:01.019000Z,GLBX.MDP3,mbo,NQ.v.0,continuous,instrument_id,,,PENDING_METADATA_RESOLUTION,2022-05-27T00:00:00.000000Z,2022-05-27T13:31:01.019000Z,2022-05-27T13:31:01.018999999Z,13.516949722222222,True,True,PREDECISION_ONLY_NO_MFE_MAE_TP_SL_PNL,EXCLUDE_ENTIRE_DECISION_MILLISECOND,ONLY_F_LAST_COMPLETED_BEFORE_EXCLUSIVE_CUTOFF
