request_id,fecha,BurstId,split,family_label_only,dataset,schema,symbols,stype_in,stype_out,start_utc,end_utc_exclusive,causal_cutoff_utc_inclusive,requested_seconds,post_download_filter,predictor_policy
NQ_MBO_2023-04-04_LB_20230404_093600_SELL_0001,2023-04-04,LB_20230404_093600_SELL_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2023-04-04T13:35:51.053737Z,2023-04-04T13:36:01.054737Z,2023-04-04T13:36:01.053737Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2023-05-26_LB_20230526_093357_BUY_0001,2023-05-26,LB_20230526_093357_BUY_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2023-05-26T13:33:48.020596Z,2023-05-26T13:33:58.021596Z,2023-05-26T13:33:58.020596Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2023-06-22_LB_20230622_093240_BUY_0001,2023-06-22,LB_20230622_093240_BUY_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2023-06-22T13:32:31.030431Z,2023-06-22T13:32:41.031431Z,2023-06-22T13:32:41.030431Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2023-07-20_LB_20230720_093345_SELL_0001,2023-07-20,LB_20230720_093345_SELL_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2023-07-20T13:33:36.040713Z,2023-07-20T13:33:46.041713Z,2023-07-20T13:33:46.040713Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2023-08-31_LB_20230831_093357_BUY_0001,2023-08-31,LB_20230831_093357_BUY_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2023-08-31T13:33:48.049564Z,2023-08-31T13:33:58.050564Z,2023-08-31T13:33:58.049564Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2023-09-26_LB_20230926_093118_SELL_0002,2023-09-26,LB_20230926_093118_SELL_0002,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2023-09-26T13:31:09.035798Z,2023-09-26T13:31:19.036798Z,2023-09-26T13:31:19.035798Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2023-10-16_LB_20231016_093102_BUY_0001,2023-10-16,LB_20231016_093102_BUY_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2023-10-16T13:30:53.023753Z,2023-10-16T13:31:03.024753Z,2023-10-16T13:31:03.023753Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2023-11-02_LB_20231102_093203_SELL_0001,2023-11-02,LB_20231102_093203_SELL_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2023-11-02T13:31:54.053384Z,2023-11-02T13:32:04.054384Z,2023-11-02T13:32:04.053384Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2024-04-04_LB_20240404_093500_BUY_0001,2024-04-04,LB_20240404_093500_BUY_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2024-04-04T13:34:51.015194Z,2024-04-04T13:35:01.016194Z,2024-04-04T13:35:01.015194Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2024-04-09_LB_20240409_093342_SELL_0001,2024-04-09,LB_20240409_093342_SELL_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2024-04-09T13:33:33.035664Z,2024-04-09T13:33:43.036664Z,2024-04-09T13:33:43.035664Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2024-05-10_LB_20240510_093420_BUY_0001,2024-05-10,LB_20240510_093420_BUY_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2024-05-10T13:34:11.121966Z,2024-05-10T13:34:21.122966Z,2024-05-10T13:34:21.121966Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2024-06-11_LB_20240611_093350_BUY_0001,2024-06-11,LB_20240611_093350_BUY_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2024-06-11T13:33:41.059816Z,2024-06-11T13:33:51.060816Z,2024-06-11T13:33:51.059816Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2024-07-16_LB_20240716_093212_BUY_0001,2024-07-16,LB_20240716_093212_BUY_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2024-07-16T13:32:03.083597Z,2024-07-16T13:32:13.084597Z,2024-07-16T13:32:13.083597Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2024-07-22_LB_20240722_093156_SELL_0001,2024-07-22,LB_20240722_093156_SELL_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2024-07-22T13:31:47.031422Z,2024-07-22T13:31:57.032422Z,2024-07-22T13:31:57.031422Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2024-07-26_LB_20240726_093346_SELL_0001,2024-07-26,LB_20240726_093346_SELL_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2024-07-26T13:33:37.092358Z,2024-07-26T13:33:47.093358Z,2024-07-26T13:33:47.092358Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2024-08-08_LB_20240808_093753_SELL_0001,2024-08-08,LB_20240808_093753_SELL_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2024-08-08T13:37:44.045415Z,2024-08-08T13:37:54.046415Z,2024-08-08T13:37:54.045415Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2024-08-13_LB_20240813_093126_BUY_0001,2024-08-13,LB_20240813_093126_BUY_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2024-08-13T13:31:17.070102Z,2024-08-13T13:31:27.071102Z,2024-08-13T13:31:27.070102Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2024-08-14_LB_20240814_093352_SELL_0001,2024-08-14,LB_20240814_093352_SELL_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2024-08-14T13:33:43.036680Z,2024-08-14T13:33:53.037680Z,2024-08-14T13:33:53.036680Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
