section,segment,metric,value,n
Interaction cohort,REJECTION,unique_days,5.0,20
Interaction cohort,REJECTION,mean_mfe_ticks,120.0,20
Interaction cohort,REJECTION,mean_mae_ticks,213.94736842105263,20
Interaction cohort,REJECTION,wr_20_20_all,0.1,20
Interaction cohort,REJECTION,wr_20_20_resolved,0.3333333333333333,6
Interaction cohort,REJECTION,mean_realized_r_20_20,-0.3333333333333333,6
Interaction cohort,REJECTION,wr_40_40_all,0.15,20
Interaction cohort,REJECTION,wr_40_40_resolved,0.25,12
Interaction cohort,REJECTION,mean_realized_r_40_40,-0.5,12
Interaction cohort,REJECTION,wr_60_60_all,0.2,20
Interaction cohort,REJECTION,wr_60_60_resolved,0.26666666666666666,15
Interaction cohort,REJECTION,mean_realized_r_60_60,-0.4666666666666667,15
Interaction cohort,REJECTION,wr_80_80_all,0.25,20
Interaction cohort,REJECTION,wr_80_80_resolved,0.2777777777777778,18
Interaction cohort,REJECTION,mean_realized_r_80_80,-0.45723684210526316,19
Interaction cohort,UNRESOLVED,events,1.0,1
Interaction cohort,UNRESOLVED,unique_days,1.0,1
Interaction cohort,UNRESOLVED,mean_mfe_ticks,,1
Interaction cohort,UNRESOLVED,mean_mae_ticks,,1
Interaction cohort,UNRESOLVED,wr_20_20_all,0.0,1
Interaction cohort,UNRESOLVED,wr_20_20_resolved,,0
Interaction cohort,UNRESOLVED,mean_realized_r_20_20,,0
Interaction cohort,UNRESOLVED,wr_40_40_all,0.0,1
Interaction cohort,UNRESOLVED,wr_40_40_resolved,,0
Interaction cohort,UNRESOLVED,mean_realized_r_40_40,,0
Interaction cohort,UNRESOLVED,wr_60_60_all,0.0,1
Interaction cohort,UNRESOLVED,wr_60_60_resolved,,0
Interaction cohort,UNRESOLVED,mean_realized_r_60_60,,0
Interaction cohort,UNRESOLVED,wr_80_80_all,0.0,1
Interaction cohort,UNRESOLVED,wr_80_80_resolved,,0
Interaction cohort,UNRESOLVED,mean_realized_r_80_80,,0
Interaction x shape,ACCEPTANCE|trend_down,events,3.0,3
Interaction x shape,ACCEPTANCE|trend_down,wr_20_20_resolved,1.0,3
Interaction x shape,ACCEPTANCE|trend_down,wr_40_40_resolved,1.0,3
Interaction x shape,ACCEPTANCE|trend_down,wr_60_60_resolved,1.0,3
Interaction x shape,ACCEPTANCE|trend_down,wr_80_80_resolved,1.0,3
Interaction x shape,ACCEPTANCE|trend_up,events,4.0,4
Interaction x shape,ACCEPTANCE|trend_up,wr_20_20_resolved,0.5,2
Interaction x shape,ACCEPTANCE|trend_up,wr_40_40_resolved,0.5,2
Interaction x shape,ACCEPTANCE|trend_up,wr_60_60_resolved,0.6666666666666666,3
Interaction x shape,ACCEPTANCE|trend_up,wr_80_80_resolved,0.6666666666666666,3
Interaction x shape,ACCEPTANCE|unknown,events,26.0,26
Interaction x shape,ACCEPTANCE|unknown,wr_20_20_resolved,0.2,5
Interaction x shape,ACCEPTANCE|unknown,wr_40_40_resolved,0.5714285714285714,14
Interaction x shape,ACCEPTANCE|unknown,wr_60_60_resolved,0.5,14
Interaction x shape,ACCEPTANCE|unknown,wr_80_80_resolved,0.3888888888888889,18
Interaction x shape,REJECTION|trend_up,events,3.0,3
Interaction x shape,REJECTION|trend_up,wr_20_20_resolved,0.5,2
Interaction x shape,REJECTION|trend_up,wr_40_40_resolved,0.3333333333333333,3
Interaction x shape,REJECTION|trend_up,wr_60_60_resolved,0.3333333333333333,3
Interaction x shape,REJECTION|trend_up,wr_80_80_resolved,0.3333333333333333,3
Interaction x shape,REJECTION|unknown,events,17.0,17
Interaction x shape,REJECTION|unknown,wr_20_20_resolved,0.25,4
Interaction x shape,REJECTION|unknown,wr_40_40_resolved,0.2222222222222222,9
Interaction x shape,REJECTION|unknown,wr_60_60_resolved,0.25,12
Interaction x shape,REJECTION|unknown,wr_80_80_resolved,0.26666666666666666,15
Interaction x shape,UNRESOLVED|unknown,events,1.0,1
Interaction x shape,UNRESOLVED|unknown,wr_20_20_resolved,,0
Interaction x shape,UNRESOLVED|unknown,wr_40_40_resolved,,0
Interaction x shape,UNRESOLVED|unknown,wr_60_60_resolved,,0
Interaction x shape,UNRESOLVED|unknown,wr_80_80_resolved,,0
Monthly,2026-05,events,11.0,11
Monthly,2026-05,unique_days,1.0,11
Monthly,2026-05,wr_20_20_resolved,0.25,4
Monthly,2026-05,wr_40_40_resolved,0.3333333333333333,9
Monthly,2026-05,wr_60_60_resolved,0.3333333333333333,9
Monthly,2026-05,wr_80_80_resolved,0.2857142857142857,7
Monthly,2026-06,events,43.0,43
Monthly,2026-06,unique_days,6.0,43
Monthly,2026-06,wr_20_20_resolved,0.5,12
Monthly,2026-06,wr_40_40_resolved,0.5454545454545454,22
Monthly,2026-06,wr_60_60_resolved,0.5,26
Monthly,2026-06,wr_80_80_resolved,0.42857142857142855,35
