family,date,year,half,side,entry_utc,entry,risk_ticks,gross_ticks,net_ticks,net_R,mae_ticks,exit_reason,trailing_activated,fixed_net_ticks,fixed_net_R,fixed_exit_reason,previous_date,prev_close,prev_range,current_open,gap,gap_over_prev_range
NORMALIZED_GAP_AND_GO,2022-07-08,2022,2022-H2,SHORT,2022-07-08T13:31:01+00:00,12002.75,55.0,4.0,0.0,0.0,-33.0,STOP,True,51.0,0.9272727272727272,TARGET,2022-07-07,12136.0,250.25,12017.0,-119.0,-0.4755244755244755
NORMALIZED_GAP_AND_GO,2022-07-12,2022,2022-H2,LONG,2022-07-12T13:31:05+00:00,11964.75,51.0,30.0,26.0,0.5098039215686274,-33.0,STOP,True,47.0,0.9215686274509803,TARGET,2022-07-11,11891.0,208.75,11943.5,52.5,0.25149700598802394
NORMALIZED_GAP_AND_GO,2022-07-26,2022,2022-H2,SHORT,2022-07-26T13:31:08+00:00,12269.0,45.0,90.0,86.0,1.9111111111111112,-29.0,TARGET,True,41.0,0.9111111111111111,TARGET,2022-07-25,12355.5,177.5,12278.5,-77.0,-0.43380281690140843
NORMALIZED_GAP_AND_GO,2022-08-01,2022,2022-H2,SHORT,2022-08-01T13:31:03+00:00,12892.0,37.5,10.5,6.5,0.17333333333333334,-28.0,STOP,True,33.5,0.8933333333333333,TARGET,2022-07-29,12972.0,267.75,12897.0,-75.0,-0.2801120448179272
NORMALIZED_GAP_AND_GO,2022-08-03,2022,2022-H2,LONG,2022-08-03T13:31:02+00:00,13027.25,76.0,49.0,45.0,0.5921052631578947,-61.0,STOP,True,72.0,0.9473684210526315,TARGET,2022-08-02,12922.5,277.0,12993.25,70.75,0.25541516245487367
NORMALIZED_GAP_AND_GO,2022-08-09,2022,2022-H2,SHORT,2022-08-09T13:31:05+00:00,13079.25,66.5,38.5,34.5,0.518796992481203,-5.0,STOP,True,62.5,0.9398496240601504,TARGET,2022-08-08,13181.75,298.75,13101.0,-80.75,-0.2702928870292887
NORMALIZED_GAP_AND_GO,2022-08-11,2022,2022-H2,LONG,2022-08-11T13:31:08+00:00,13499.75,32.5,-32.5,-36.5,-1.123076923076923,-34.0,STOP,False,-36.5,-1.123076923076923,STOP,2022-08-10,13393.5,170.25,13489.5,96.0,0.5638766519823789
NORMALIZED_GAP_AND_GO,2022-08-12,2022,2022-H2,LONG,2022-08-12T13:31:04+00:00,13414.5,34.0,-34.0,-38.0,-1.1176470588235294,-34.0,STOP,False,-38.0,-1.1176470588235294,STOP,2022-08-11,13317.5,290.0,13402.5,85.0,0.29310344827586204
NORMALIZED_GAP_AND_GO,2022-08-16,2022,2022-H2,SHORT,2022-08-16T13:31:16+00:00,13629.5,34.0,-34.0,-38.0,-1.1176470588235294,-43.0,STOP,False,-38.0,-1.1176470588235294,STOP,2022-08-15,13685.25,171.75,13641.75,-43.5,-0.25327510917030566
NORMALIZED_GAP_AND_GO,2022-08-17,2022,2022-H2,SHORT,2022-08-17T13:31:29+00:00,13513.75,45.5,-45.5,-49.5,-1.0879120879120878,-51.0,STOP,False,-49.5,-1.0879120879120878,STOP,2022-08-16,13653.75,218.0,13517.25,-136.5,-0.6261467889908257
NORMALIZED_GAP_AND_GO,2022-08-25,2022,2022-H2,LONG,2022-08-25T13:31:02+00:00,13011.75,36.5,-36.5,-40.5,-1.1095890410958904,-47.0,STOP,False,-40.5,-1.1095890410958904,STOP,2022-08-24,12934.25,159.75,13007.5,73.25,0.458528951486698
NORMALIZED_GAP_AND_GO,2022-09-01,2022,2022-H2,SHORT,2022-09-01T13:31:24+00:00,12163.5,57.0,9.0,5.0,0.08771929824561403,-30.0,STOP,True,53.0,0.9298245614035088,TARGET,2022-08-31,12281.5,236.75,12172.25,-109.25,-0.4614572333685322
NORMALIZED_GAP_AND_GO,2022-09-09,2022,2022-H2,LONG,2022-09-09T13:31:14+00:00,12442.25,54.0,108.0,104.0,1.9259259259259258,-36.0,TARGET,True,50.0,0.9259259259259259,TARGET,2022-09-08,12326.25,263.75,12416.75,90.5,0.34312796208530805
NORMALIZED_GAP_AND_GO,2022-09-12,2022,2022-H2,LONG,2022-09-12T13:31:00+00:00,12662.25,42.0,-42.0,-46.0,-1.0952380952380953,-42.0,STOP,False,-46.0,-1.0952380952380953,STOP,2022-09-09,12589.75,198.25,12650.25,60.5,0.3051702395964691
NORMALIZED_GAP_AND_GO,2022-09-15,2022,2022-H2,SHORT,2022-09-15T13:31:20+00:00,12035.5,41.0,-41.0,-45.0,-1.0975609756097562,-41.0,STOP,False,-45.0,-1.0975609756097562,STOP,2022-09-14,12137.5,159.5,12053.5,-84.0,-0.5266457680250783
NORMALIZED_GAP_AND_GO,2022-09-29,2022,2022-H2,SHORT,2022-09-29T13:32:38+00:00,11379.25,46.5,4.5,0.5,0.010752688172043012,-10.0,STOP,True,42.5,0.9139784946236559,TARGET,2022-09-28,11553.75,347.5,11387.0,-166.75,-0.47985611510791365
NORMALIZED_GAP_AND_GO,2022-10-04,2022,2022-H2,LONG,2022-10-04T13:32:08+00:00,11539.75,51.5,39.5,35.5,0.6893203883495146,-28.0,STOP,True,47.5,0.9223300970873787,TARGET,2022-10-03,11290.75,318.5,11516.0,225.25,0.707221350078493
NORMALIZED_GAP_AND_GO,2022-10-07,2022,2022-H2,SHORT,2022-10-07T13:31:02+00:00,11309.5,77.5,-77.5,-81.5,-1.0516129032258064,-104.0,STOP,False,-81.5,-1.0516129032258064,STOP,2022-10-06,11542.25,195.0,11345.75,-196.5,-1.0076923076923077
NORMALIZED_GAP_AND_GO,2022-10-17,2022,2022-H2,LONG,2022-10-17T13:31:12+00:00,11035.0,72.5,6.5,2.5,0.034482758620689655,-50.0,STOP,True,68.5,0.9448275862068966,TARGET,2022-10-14,10748.0,480.75,11001.25,253.25,0.5267810712428497
NORMALIZED_GAP_AND_GO,2022-10-26,2022,2022-H2,SHORT,2022-10-26T13:31:02+00:00,11441.5,74.5,-74.5,-78.5,-1.0536912751677852,-80.0,STOP,False,-78.5,-1.0536912751677852,STOP,2022-10-25,11712.5,212.5,11474.5,-238.0,-1.12
