CaseID,label,coder,ordinal
HB047,B,CLAUDE_AMD2,1
HB036,B,CLAUDE_AMD2,2
HB067,B,CLAUDE_AMD2,3
HB081,A,CLAUDE_AMD2,4
HB090,C,CLAUDE_AMD2,5
HB006,A,CLAUDE_AMD2,6
HB022,A,CLAUDE_AMD2,7
HB033,C,CLAUDE_AMD2,8
HB088,A,CLAUDE_AMD2,9
HB079,C,CLAUDE_AMD2,10
HB018,C,CLAUDE_AMD2,11
HB074,C,CLAUDE_AMD2,12
HB071,B,CLAUDE_AMD2,13
HB003,B,CLAUDE_AMD2,14
HB049,C,CLAUDE_AMD2,15
HB038,A,CLAUDE_AMD2,16
HB056,A,CLAUDE_AMD2,17
HB084,A,CLAUDE_AMD2,18
HB028,A,CLAUDE_AMD2,19
HB048,A,CLAUDE_AMD2,20
HB009,C,CLAUDE_AMD2,21
HB098,C,CLAUDE_AMD2,22
HB055,B,CLAUDE_AMD2,23
HB020,B,CLAUDE_AMD2,24
HB008,B,CLAUDE_AMD2,25
HB064,B,CLAUDE_AMD2,26
HB063,B,CLAUDE_AMD2,27
HB094,A,CLAUDE_AMD2,28
HB004,B,CLAUDE_AMD2,29
HB053,C,CLAUDE_AMD2,30
HB089,B,CLAUDE_AMD2,31
HB077,A,CLAUDE_AMD2,32
HB010,B,CLAUDE_AMD2,33
HB031,B,CLAUDE_AMD2,34
HB062,C,CLAUDE_AMD2,35
HB005,B,CLAUDE_AMD2,36
HB057,B,CLAUDE_AMD2,37
HB096,A,CLAUDE_AMD2,38
HB014,A,CLAUDE_AMD2,39
HB025,A,CLAUDE_AMD2,40
HB030,C,CLAUDE_AMD2,41
HB007,A,CLAUDE_AMD2,42
HB078,A,CLAUDE_AMD2,43
HB052,A,CLAUDE_AMD2,44
HB035,C,CLAUDE_AMD2,45
HB069,B,CLAUDE_AMD2,46
HB013,C,CLAUDE_AMD2,47
HB023,B,CLAUDE_AMD2,48
HB083,A,CLAUDE_AMD2,49
HB061,C,CLAUDE_AMD2,50
HB072,A,CLAUDE_AMD2,51
HB085,A,CLAUDE_AMD2,52
HB037,B,CLAUDE_AMD2,53
HB034,C,CLAUDE_AMD2,54
HB082,C,CLAUDE_AMD2,55
HB066,A,CLAUDE_AMD2,56
HB060,B,CLAUDE_AMD2,57
HB050,A,CLAUDE_AMD2,58
HB044,A,CLAUDE_AMD2,59
HB019,C,CLAUDE_AMD2,60
HB042,A,CLAUDE_AMD2,61
HB073,C,CLAUDE_AMD2,62
HB093,B,CLAUDE_AMD2,63
HB046,A,CLAUDE_AMD2,64
HB016,A,CLAUDE_AMD2,65
HB054,B,CLAUDE_AMD2,66
HB032,A,CLAUDE_AMD2,67
HB051,A,CLAUDE_AMD2,68
HB027,A,CLAUDE_AMD2,69
HB087,C,CLAUDE_AMD2,70
HB015,B,CLAUDE_AMD2,71
HB011,A,CLAUDE_AMD2,72
HB026,C,CLAUDE_AMD2,73
HB086,A,CLAUDE_AMD2,74
HB095,B,CLAUDE_AMD2,75
HB080,B,CLAUDE_AMD2,76
HB097,A,CLAUDE_AMD2,77
HB024,B,CLAUDE_AMD2,78
HB012,B,CLAUDE_AMD2,79
HB029,A,CLAUDE_AMD2,80
HB045,B,CLAUDE_AMD2,81
HB039,B,CLAUDE_AMD2,82
HB065,C,CLAUDE_AMD2,83
HB040,A,CLAUDE_AMD2,84
HB092,C,CLAUDE_AMD2,85
HB059,A,CLAUDE_AMD2,86
HB076,B,CLAUDE_AMD2,87
HB068,A,CLAUDE_AMD2,88
HB043,A,CLAUDE_AMD2,89
HB091,A,CLAUDE_AMD2,90
HB070,B,CLAUDE_AMD2,91
HB001,A,CLAUDE_AMD2,92
HB041,B,CLAUDE_AMD2,93
HB002,C,CLAUDE_AMD2,94
HB058,A,CLAUDE_AMD2,95
HB021,B,CLAUDE_AMD2,96
HB075,C,CLAUDE_AMD2,97
HB017,B,CLAUDE_AMD2,98
